Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Maruti Swift Dzire ZXI Plus AT,7.50 Lakh,"13,499 kms",Petrol,Automatic,1st Owner,2020,1498 cc,5 Seats
Maruti Baleno Zeta,6.91 Lakh,"21,094 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
BMW 3 Series 320d,6.91 Lakh,"54,206 kms",Diesel,Automatic,1st Owner,2011,1248 cc,5 Seats
Maruti Zen Estilo VXI BSIV,1.44 Lakh,"59,807 kms",Petrol,Manual,2nd Owner,2010,1248 cc,5 Seats
Skoda Fabia 1.2L Diesel Elegance,2.40 Lakh,"96,874 kms",Diesel,Manual,1st Owner,2012,814 cc,5 Seats
Mahindra XUV500 W10 2WD,9.75 Lakh,"1,00,746 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
Maruti Swift Dzire VXI 1.2,5.73 Lakh,"24,117 kms",Petrol,Manual,1st Owner,2018,1194 cc,7 Seats
Ford Aspire 1.5 TDCi Titanium,4.65 Lakh,"70,611 kms",Diesel,Manual,1st Owner,2017,1396 cc,7 Seats
Maruti Baleno Zeta,7.17 Lakh,"17,771 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
Maruti Vitara Brezza ZDi,8.24 Lakh,"57,231 kms",Diesel,Manual,1st Owner,2019,2179 cc,6 Seats
Maruti SX4 S Cross DDiS 200 Alpha,5.21 Lakh,"1,71,931 kms",Diesel,Manual,1st Owner,2016,1373 cc,5 Seats
Hyundai EON Magna Plus,2.39 Lakh,"19,311 kms",Petrol,Manual,1st Owner,2015,1956 cc,7 Seats
Maruti SX4 S Cross Alpha DDiS 200 SH,6.16 Lakh,"86,226 kms",Diesel,Manual,1st Owner,2017,1198 cc,5 Seats
Ford Freestyle Titanium Plus Petrol BSIV,5.62 Lakh,"26,404 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
Tata Indigo LX TDI BSIII,1.83 Lakh,"2,72,610 kms",Diesel,Manual,1st Owner,2015,2179 cc,5 Seats
Hyundai Venue SX Plus Turbo DCT BSIV,10.19 Lakh,"59,215 kms",Petrol,Automatic,1st Owner,2019,1591 cc,5 Seats
Mahindra XUV500 W9 2WD,9.91 Lakh,"47,839 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
Maruti Ertiga VXI,4.72 Lakh,"22,718 kms",Petrol,Manual,1st Owner,2015,1497 cc,5 Seats
Tata Harrier XZ BSIV,14.19 Lakh,"38,807 kms",Diesel,Manual,1st Owner,2019,998 cc,5 Seats
Mahindra KUV 100 mFALCON D75 K4,3.25 Lakh,"48,995 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
Maruti Ignis Sigma,4.92 Lakh,"15,536 kms",Petrol,Manual,1st Owner,2021,1591 cc,5 Seats
Mahindra Scorpio VLX 2WD 7 Str BSIII,3.26 Lakh,"1,59,581 kms",Diesel,Manual,1st Owner,2009,998 cc,5 Seats
Hyundai Creta 1.6 VTVT E Plus,7.02 Lakh,"1,12,955 kms",Petrol,Manual,1st Owner,2018,1396 cc,5 Seats
Hyundai i20 Sportz 1.2,4.18 Lakh,"47,654 kms",Petrol,Manual,2nd Owner,2015,1396 cc,7 Seats
Honda City 1.5 V MT,2.92 Lakh,"72,616 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
Maruti Alto K10 VXI,2.28 Lakh,"70,524 kms",Petrol,Manual,2nd Owner,2015,1248 cc,7 Seats
Maruti Swift VXI,3.83 Lakh,"71,962 kms",Petrol,Manual,1st Owner,2015,2179 cc,5 Seats
Hyundai Verna 1.6 SX VTVT,3.45 Lakh,"42,078 kms",Petrol,Manual,3rd Owner,2012,1197 cc,5 Seats
Maruti Alto K10 VXI,2.78 Lakh,"21,285 kms",Petrol,Manual,2nd Owner,2017,2523 cc,5 Seats
Tata Indigo LX TDI BSIII,1.39 Lakh,"1,88,395 kms",Diesel,Manual,1st Owner,2013,1197 cc,5 Seats
Tata Indigo LX BSIV,1.27 Lakh,"1,21,908 kms",Diesel,Manual,1st Owner,2012,998 cc,5 Seats
Hyundai i20 Active 1.2 SX,5.17 Lakh,"85,181 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
Maruti Swift VDI BSIV,3.80 Lakh,"69,264 kms",Diesel,Manual,1st Owner,2014,1390 cc,7 Seats
Mahindra XUV500 W10 2WD,7.17 Lakh,"1,20,838 kms",Diesel,Manual,3rd Owner,2015,1197 cc,7 Seats
Hyundai Grand i10 Magna,3.12 Lakh,"99,065 kms",Petrol,Manual,1st Owner,2015,814 cc,7 Seats
Mahindra Bolero SLX,4 Lakh,"51,482 kms",Diesel,Manual,1st Owner,2013,999 cc,6 Seats
Maruti Swift VXI,6.51 Lakh,"6,546 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats
Maruti Alto K10 VXI,2.55 Lakh,"37,331 kms",Petrol,Manual,2nd Owner,2016,999 cc,5 Seats
Hyundai Verna VTVT 1.6 SX Option,7.69 Lakh,"88,650 kms",Petrol,Manual,2nd Owner,2018,1198 cc,5 Seats
Volkswagen Jetta 1.4 TSI Comfortline,5.31 Lakh,"32,291 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats
Maruti Ignis 1.2 Alpha BSIV,4.27 Lakh,"1,10,069 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats
Hyundai EON Era Plus,2.21 Lakh,"45,039 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats
Renault Triber RXT BSIV,5.53 Lakh,"21,506 kms",Petrol,Manual,1st Owner,2020,1498 cc,5 Seats
Maruti Ertiga VDI,5.08 Lakh,"1,11,930 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
Renault Triber RXE,5.44 Lakh,"47,993 kms",Petrol,Manual,1st Owner,2021,998 cc,7 Seats
Mahindra KUV 100 mFALCON G80 K8 AW,3.52 Lakh,"24,318 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
Hyundai Aura S CNG,7.24 Lakh,"67,085 kms",Cng,Manual,1st Owner,2020,998 cc,5 Seats
Maruti Wagon R VXI BS IV,3.11 Lakh,"87,158 kms",Petrol,Manual,1st Owner,2016,2755 cc,5 Seats
Kia Sonet HTK Plus Turbo DCT,7.93 Lakh,"13,633 kms",Petrol,Automatic,1st Owner,2020,796 cc,5 Seats
Honda City i-DTEC V,8.01 Lakh,"83,027 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats
Maruti Swift Dzire VXI 1.2,5.20 Lakh,"20,582 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
Maruti Baleno RS 1.0 Petrol,5.69 Lakh,"34,302 kms",Petrol,Manual,1st Owner,2017,1462 cc,5 Seats
Honda WR-V i-VTEC VX,6.46 Lakh,"25,943 kms",Petrol,Manual,2nd Owner,2018,1197 cc,5 Seats
Hyundai Venue SX Turbo,9.91 Lakh,"9,902 kms",Petrol,Manual,1st Owner,2021,796 cc,5 Seats
Toyota Fortuner 2.8 4WD AT BSIV,22.25 Lakh,"1,32,566 kms",Diesel,Automatic,1st Owner,2017,1120 cc,5 Seats
Maruti Alto 800 LXI,5 Lakh,"89,096 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
Maruti S-Presso VXI 2019-2022,4.51 Lakh,"21,538 kms",Petrol,Manual,1st Owner,2019,1364 cc,5 Seats
Maruti Alto 800 LXI,1.99 Lakh,"21,325 kms",Petrol,Manual,2nd Owner,2015,1199 cc,5 Seats
Maruti Vitara Brezza VXI,8.49 Lakh,"15,145 kms",Petrol,Manual,1st Owner,2021,2997 cc,5 Seats
Hyundai Venue S Plus,7.88 Lakh,"16,591 kms",Petrol,Manual,1st Owner,2021,796 cc,5 Seats
Maruti Alto LXi BSIII,1.50 Lakh,"72,380 kms",Petrol,Manual,2nd Owner,2010,998 cc,5 Seats
Hyundai Xcent 1.1 CRDi SX,3.50 Lakh,"1,05,563 kms",Diesel,Manual,2nd Owner,2015,998 cc,5 Seats
Hyundai Verna VTVT 1.6 EX,6.90 Lakh,"53,092 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats
Toyota Etios Liva GD,2.20 Lakh,"1,49,852 kms",Diesel,Manual,1st Owner,2011,1950 cc,5 Seats
Honda Jazz 1.2 V i VTEC,4.25 Lakh,"29,587 kms",Petrol,Manual,1st Owner,2015,1950 cc,5 Seats
Honda Accord V6 AT,30 Lakh,"60,585 kms",Petrol,Automatic,1st Owner,2017,1991 cc,5 Seats
Maruti Alto 800 LXI,1.85 Lakh,"72,962 kms",Petrol,Manual,1st Owner,2013,1997 cc,6 Seats
Maruti Wagon R VXI,3.40 Lakh,"75,506 kms",Petrol,Manual,2nd Owner,2016,4367 cc,5 Seats
Maruti Alto K10 VXI,2.95 Lakh,"35,420 kms",Petrol,Manual,1st Owner,2017,1998 cc,5 Seats
Honda Brio E MT,2.70 Lakh,"86,882 kms",Petrol,Manual,1st Owner,2015,1462 cc,5 Seats
Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,998 cc,5 Seats
Mercedes-Benz GLE 300d,89 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,1197 cc,5 Seats
Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1199 cc,5 Seats
Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,1968 cc,5 Seats
Land Rover Range Rover 4.4 Diesel LWB Autobiography,1.90 Crore,"68,500 kms",Diesel,Automatic,1st Owner,2019,1968 cc,5 Seats
BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,1995 cc,5 Seats
Maruti XL6 Zeta,9.90 Lakh,"8,349 kms",Petrol,Manual,1st Owner,2021,1461 cc,5 Seats
Maruti Alto K10 VXI AGS Optional,3.35 Lakh,"8,804 kms",Petrol,Automatic,1st Owner,2018,1498 cc,5 Seats
Maruti Swift Dzire VXI,4.59 Lakh,"39,592 kms",Petrol,Manual,1st Owner,2017,1995 cc,5 Seats
Tata Nexon XZA Plus (O) AMT,9.73 Lakh,"11,251 kms",Petrol,Automatic,1st Owner,2020,1199 cc,5 Seats
Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1086 cc,5 Seats
Audi Q3 35 TDI Quattro Premium Plus,14.75 Lakh,"76,000 kms",Diesel,Automatic,2nd Owner,2016,2400 cc,7 Seats
BMW 5 Series 520d Sedan,10 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2012,1999 cc,7 Seats
Renault Duster RXZ AWD,3.25 Lakh,"96,000 kms",Diesel,Manual,2nd Owner,2013,1199 cc,7 Seats
Volkswagen Polo 1.5 TDI Trendline,4.10 Lakh,"1,15,000 kms",Diesel,Manual,1st Owner,2016,2755 cc,5 Seats
BMW X3 xDrive20d,13 Lakh,"82,000 kms",Diesel,Automatic,1st Owner,2012,2179 cc,5 Seats
Honda Jazz 1.2 S i VTEC,4.50 Lakh,"91,000 kms",Petrol,Manual,1st Owner,2015,2998 cc,5 Seats
Hyundai i10 Era,1.90 Lakh,"93,000 kms",Petrol,Manual,2nd Owner,2011,1199 cc,5 Seats
Volvo S 80 D5,13 Lakh,"81,000 kms",Diesel,Automatic,2nd Owner,2016,1399 cc,5 Seats
Land Rover Range Rover Evoque 2.0 TD4 SE,13 Lakh,"81,000 kms",Diesel,Automatic,2nd Owner,2016,1498 cc,5 Seats
Honda Amaze S Petrol,6.40 Lakh,"25,102 kms",Petrol,Manual,1st Owner,2019,2487 cc,5 Seats
Toyota Fortuner 2.8 4WD AT BSIV,27 Lakh,"79,000 kms",Diesel,Automatic,1st Owner,2017,998 cc,5 Seats
Tata Safari Storme EX,4 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,1461 cc,5 Seats
BMW X7 xDrive 40i,1.15 Crore,"39,000 kms",Petrol,Automatic,1st Owner,2019,799 cc,5 Seats
Tata Tiago 1.2 Revotron XT,3.25 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2018,2143 cc,5 Seats
Ford Figo Diesel LXI,1.60 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2012,1461 cc,5 Seats
Ford Ecosport 1.5 DV5 MT Titanium,5.49 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2014,1598 cc,5 Seats
Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,1298 cc,5 Seats
Maruti Wagon R VXI BSIII,3 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2013,1950 cc,5 Seats
Renault Duster 85PS Diesel RxL Optional,4.50 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2012,1197 cc,5 Seats
Renault KWID RXL,2.70 Lakh,"20,000 kms",Petrol,Manual,2nd Owner,2018,1248 cc,2 Seats
Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,5 Seats
Nissan Terrano XL Plus 85 PS,4.35 Lakh,"1,00,000 kms",Diesel,Manual,3rd Owner,2015,1995 cc,5 Seats
Volkswagen Vento Petrol Highline,2.75 Lakh,"35,000 kms",Petrol,Manual,3rd Owner,2012,2523 cc,5 Seats
Maruti Swift ZXI ABS,1.60 Lakh,"61,560 kms",Petrol,Manual,3rd Owner,2007,1086 cc,7 Seats
Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,796 cc,8 Seats
Maruti Swift VXI,6.80 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2021,1950 cc,5 Seats
Maruti Ritz VDi,1.15 Lakh,"1,62,000 kms",Diesel,Manual,4th Owner,2009,2179 cc,5 Seats
Maruti Swift Dzire Tour S CNG,6.50 Lakh,"35,000 kms",Cng,Manual,1st Owner,2022,2489 cc,5 Seats
BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,2143 cc,5 Seats
Mahindra Bolero Pik Up Extra Long CBC 1.7T,6.10 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2019,1997 cc,5 Seats
Hyundai Santro Xing XG eRLX Euro II,"60,000","1,10,000 kms",Petrol,Manual,5th Owner,2004,1199 cc,7 Seats
Maruti Alto 800 VXI,4 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2021,2354 cc,5 Seats
Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,1248 cc,5 Seats
Tata Safari Storme VX,5.20 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2014,4461 cc,5 Seats
Mahindra Xylo D2,3 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2010,2143 cc,5 Seats
Mercedes-Benz E-Class 220 CDI,9.89 Lakh,"1,80,000 kms",Diesel,Automatic,1st Owner,2012,1396 cc,7 Seats
Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,796 cc,5 Seats
Tata Tiago 1.2 Revotron XZ,2.83 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2016,1993 cc,6 Seats
Honda CR-V 2.4L 2WD AT,2 Lakh,"1,20,000 kms",Petrol,Automatic,3rd Owner,2005,1956 cc,5 Seats
Maruti SX4 VDI,1.80 Lakh,"1,10,000 kms",Diesel,Manual,2nd Owner,2011,1197 cc,7 Seats
Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,2498 cc,5 Seats
Mercedes-Benz E-Class E250 CDI Avantgrade,26 Lakh,"90,000 kms",Diesel,Automatic,1st Owner,2015,2925 cc,5 Seats
Hyundai i20 Asta Option 1.4 CRDi,5 Lakh,"90,000 kms",Diesel,Manual,3rd Owner,2015,2179 cc,7 Seats
Maruti Alto LX,"55,000","50,000 kms",Petrol,Manual,2nd Owner,2002,1497 cc,5 Seats
Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,1598 cc,5 Seats
MG Hector Plus Select Diesel MT 7 STR,21 Lakh,"10,000 kms",Diesel,Manual,1st Owner,2022,2925 cc,5 Seats
Hyundai Grand i10 Nios Magna,5.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2020,1086 cc,5 Seats
Mahindra Thar CRDe,5.50 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats
Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1197 cc,5 Seats
Mahindra XUV500 W8 FWD,6.44 Lakh,"41,480 kms",Diesel,Manual,1st Owner,2014,2993 cc,7 Seats
Honda City i VTEC S,5.05 Lakh,"69,088 kms",Petrol,Manual,2nd Owner,2015,1396 cc,7 Seats
Skoda Rapid 1.6 TDI Elegance,2.86 Lakh,"1,05,633 kms",Diesel,Manual,1st Owner,2012,1197 cc,7 Seats
Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,2982 cc,5 Seats
Hyundai Santro Xing GL Plus LPG,1.64 Lakh,"1,36,154 kms",Lpg,Manual,2nd Owner,2012,2967 cc,5 Seats
Maruti Wagon R VXI BS IV,2.93 Lakh,"50,340 kms",Petrol,Manual,1st Owner,2015,2179 cc,7 Seats
Maruti Baleno 1.2 Delta,4.91 Lakh,"26,320 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
BMW X5 xDrive 30d xLine,83 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2020,796 cc,5 Seats
Hyundai i20 Sportz 1.4 CRDi,4.61 Lakh,"31,202 kms",Diesel,Manual,3rd Owner,2016,2987 cc,7 Seats
Maruti Swift VXi BSIV,1.86 Lakh,"87,263 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
Toyota Fortuner 4x2 Manual,14.14 Lakh,"94,505 kms",Diesel,Manual,2nd Owner,2015,1956 cc,5 Seats
Audi Q7 45 TDI Quattro Technology,46 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,2982 cc,5 Seats
Mahindra XUV500 W8 FWD,4.62 Lakh,"81,153 kms",Diesel,Manual,2nd Owner,2013,1995 cc,5 Seats
Tata Tiago 1.2 Revotron XT,3.69 Lakh,"95,034 kms",Petrol,Manual,1st Owner,2018,799 cc,5 Seats
Maruti Alto 800 VXI,4.09 Lakh,"5,550 kms",Petrol,Manual,1st Owner,2022,1582 cc,5 Seats
Mercedes-Benz GLS 350d Grand Edition,59.50 Lakh,"45,000 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats
Hyundai i20 Sportz Plus CVT BSIV,6.89 Lakh,"33,013 kms",Petrol,Automatic,1st Owner,2019,2143 cc,5 Seats
Tata Harrier Camo XZ Plus,15.61 Lakh,"7,585 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats
Toyota Fortuner 3.0 Diesel,7.03 Lakh,"89,611 kms",Diesel,Manual,4th Owner,2010,1497 cc,5 Seats
BMW 5 Series 520d Luxury Line,48 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,999 cc,5 Seats
Renault KWID RXT Optional,2.69 Lakh,"21,732 kms",Petrol,Manual,1st Owner,2016,2995 cc,4 Seats
Hyundai Verna 1.6 SX CRDI (O) AT,5.08 Lakh,"74,750 kms",Diesel,Automatic,1st Owner,2014,1956 cc,5 Seats
Maruti Zen Estilo VXI BSIV,1.59 Lakh,"58,282 kms",Petrol,Manual,2nd Owner,2011,1086 cc,5 Seats
Mercedes-Benz GLE 250d,56 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2019,2184 cc,5 Seats
Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.95 Lakh,"32,126 kms",Petrol,Manual,1st Owner,2019,1998 cc,5 Seats
Honda City i VTEC V,6.40 Lakh,"79,927 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
Renault KWID 1.0 RXL,3.86 Lakh,"10,879 kms",Petrol,Manual,1st Owner,2020,1199 cc,5 Seats
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1.92 Crore,"40,000 kms",Petrol,Automatic,1st Owner,2019,1248 cc,4 Seats
Jeep Compass 2.0 Limited Plus,17.21 Lakh,"42,446 kms",Diesel,Manual,1st Owner,2020,1995 cc,5 Seats
Hyundai i10 Magna 1.1L,1.78 Lakh,"63,363 kms",Petrol,Manual,3rd Owner,2011,814 cc,5 Seats
Mahindra Thar LX 4-Str Hard Top Diesel AT,15.58 Lakh,"17,280 kms",Diesel,Automatic,2nd Owner,2020,624 cc,5 Seats
Volvo XC60 B5 Inscripition,68.50 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2022,1462 cc,5 Seats
Hyundai Grand i10 1.2 Kappa Magna BSIV,4.68 Lakh,"24,623 kms",Petrol,Manual,2nd Owner,2019,2987 cc,7 Seats
Volkswagen Polo Diesel Comfortline 1.2L,2.07 Lakh,"56,141 kms",Diesel,Manual,2nd Owner,2011,814 cc,5 Seats
Maruti Swift Dzire VDI,3.23 Lakh,"1,72,476 kms",Diesel,Manual,1st Owner,2013,1248 cc,5 Seats
BMW X1 sDrive 20d xLine,30 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2019,2179 cc,5 Seats
Hyundai EON Era Plus,2.01 Lakh,"67,062 kms",Petrol,Manual,2nd Owner,2015,2143 cc,5 Seats
Tata Nano Twist XT,"98,414","27,388 kms",Petrol,Manual,2nd Owner,2015,1198 cc,5 Seats
Toyota Urban cruiser High,9.38 Lakh,"4,928 kms",Petrol,Manual,1st Owner,2021,1198 cc,5 Seats
Maserati Ghibli Diesel BSIV,66 Lakh,"12,000 kms",Diesel,Automatic,1st Owner,2016,796 cc,5 Seats
Hyundai EON Magna Plus,1.75 Lakh,"57,607 kms",Petrol,Manual,3rd Owner,2013,2967 cc,5 Seats
Maruti Vitara Brezza ZDi Plus,6.17 Lakh,"82,110 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats
Mahindra XUV500 W10 2WD,7.75 Lakh,"86,964 kms",Diesel,Manual,2nd Owner,2015,1399 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,21.50 Lakh,"37,000 kms",Diesel,Automatic,2nd Owner,2015,1086 cc,5 Seats
Volkswagen Polo Petrol Highline 1.2L,3.24 Lakh,"39,971 kms",Petrol,Manual,1st Owner,2013,1991 cc,5 Seats
Volkswagen Polo 1.2 MPI Highline,3.64 Lakh,"55,783 kms",Petrol,Manual,2nd Owner,2014,1497 cc,5 Seats
Maruti Alto 800 LXI,1.71 Lakh,"52,654 kms",Petrol,Manual,1st Owner,2013,1582 cc,5 Seats
Porsche Cayenne Diesel Platinum Edition,58 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1461 cc,5 Seats
Maruti Swift VXI,5.98 Lakh,"17,331 kms",Petrol,Manual,1st Owner,2021,1997 cc,5 Seats
Ford Figo Diesel ZXI,1.53 Lakh,"76,438 kms",Diesel,Manual,1st Owner,2011,1956 cc,5 Seats
Hyundai i10 Magna 1.1L,1.03 Lakh,"85,035 kms",Petrol,Manual,3rd Owner,2008,998 cc,5 Seats
Mercedes-Benz E-Class Exclusive E 200,67 Lakh,"8,900 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
Honda City i VTEC V,4.61 Lakh,"85,004 kms",Petrol,Manual,2nd Owner,2014,1950 cc,5 Seats
Hyundai Verna SX CRDi AT,5.18 Lakh,"72,229 kms",Diesel,Automatic,1st Owner,2014,1461 cc,7 Seats
Nissan Terrano XL 85 PS,3.92 Lakh,"97,972 kms",Diesel,Manual,2nd Owner,2014,1248 cc,7 Seats
Land Rover Range Rover Sport 2.0 Petrol HSE,1.14 Crore,"19,500 kms",Petrol,Automatic,1st Owner,2020,1194 cc,5 Seats
Tata Harrier XT,16.29 Lakh,"19,230 kms",Diesel,Manual,1st Owner,2021,4461 cc,5 Seats
Maruti Celerio ZXI Optional AMT BSIV,4.39 Lakh,"68,911 kms",Petrol,Automatic,1st Owner,2018,2179 cc,5 Seats
Honda City i DTEC SV,4.39 Lakh,"1,05,767 kms",Diesel,Manual,3rd Owner,2015,814 cc,5 Seats
Mercedes-Benz C-Class Progressive C 200,42.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats
Renault Duster 85PS Diesel RxL Optional,2.66 Lakh,"1,59,511 kms",Diesel,Manual,2nd Owner,2013,1998 cc,5 Seats
Maruti Swift Dzire LDI Optional,4.35 Lakh,"81,325 kms",Diesel,Manual,2nd Owner,2016,998 cc,4 Seats
Ford Aspire Titanium Plus,6.46 Lakh,"19,904 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
Toyota Land Cruiser VX,1.69 Crore,"27,000 kms",Diesel,Automatic,1st Owner,2019,1364 cc,5 Seats
Mahindra XUV500 W8 2WD,5.41 Lakh,"1,10,986 kms",Diesel,Manual,2nd Owner,2014,1998 cc,5 Seats
Hyundai EON D Lite Plus,1.76 Lakh,"43,421 kms",Petrol,Manual,2nd Owner,2013,1248 cc,5 Seats
Chevrolet Beat LT,2.55 Lakh,"37,275 kms",Petrol,Manual,1st Owner,2014,1120 cc,5 Seats
BMW X1 sDrive20i xLine,40 Lakh,"10,000 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
Maruti Wagon R VXI BS IV,3.24 Lakh,"12,936 kms",Petrol,Manual,1st Owner,2016,2400 cc,5 Seats
Maruti Vitara Brezza LDi Option,5.35 Lakh,"76,535 kms",Diesel,Manual,2nd Owner,2017,1197 cc,7 Seats
Toyota Etios Cross 1.4L VD,3.78 Lakh,"51,260 kms",Diesel,Manual,1st Owner,2014,1248 cc,4 Seats
Mini 3 DOOR John Cooper Works 2019-2020,34.50 Lakh,"40,000 kms",Petrol,Automatic,2nd Owner,2017,1498 cc,5 Seats
Maruti Swift VDI,5.64 Lakh,"53,297 kms",Diesel,Manual,1st Owner,2018,1999 cc,5 Seats
Hyundai Xcent 1.1 CRDi SX Option,3.12 Lakh,"1,04,304 kms",Diesel,Manual,1st Owner,2014,3996 cc,5 Seats
Ford Ecosport 1.5 DV5 MT Titanium,4.52 Lakh,"50,141 kms",Diesel,Manual,2nd Owner,2014,999 cc,5 Seats
Volvo XC60 D5 Inscription,54.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1197 cc,7 Seats
Hyundai Xcent 1.2 Kappa SX,3.92 Lakh,"83,608 kms",Petrol,Manual,2nd Owner,2016,2925 cc,5 Seats
Chevrolet Sail LS ABS,2.45 Lakh,"64,000 kms",Diesel,Manual,1st Owner,2014,1086 cc,4 Seats
Honda Amaze V Diesel BSIV,7.25 Lakh,"72,000 kms",Diesel,Manual,1st Owner,2019,1493 cc,5 Seats
Land Rover Discovery Sport TD4 HSE 7S,48.75 Lakh,"38,000 kms",Diesel,Automatic,1st Owner,2020,1197 cc,5 Seats
Audi RS7 4.0 TFSI,1.75 Crore,"7,100 kms",Petrol,Automatic,1st Owner,2021,3996 cc,5 Seats
Volkswagen Polo 1.0 MPI Comfortline,5.72 Lakh,"48,141 kms",Petrol,Manual,1st Owner,2019,1968 cc,5 Seats
Hyundai i20 Magna,2.50 Lakh,"84,947 kms",Petrol,Manual,3rd Owner,2013,1248 cc,5 Seats
Mercedes-Benz S-Class S 350d,1.77 Crore,"1,400 kms",Diesel,Automatic,1st Owner,2022,2993 cc,5 Seats
